10/8400 (epoch 0.060), train_loss = 3.05111740, grad/param norm = 4.0495e-01, time/batch = 0.0894s	
5000/8400 (epoch 29.762), train_loss = 1.55818917, grad/param norm = 2.2032e-02, time/batch = 0.0903s	
5010/8400 (epoch 29.821), train_loss = 1.59757349, grad/param norm = 1.9972e-02, time/batch = 0.0916s	
5020/8400 (epoch 29.881), train_loss = 1.62560537, grad/param norm = 1.9528e-02, time/batch = 0.0921s	
5030/8400 (epoch 29.940), train_loss = 1.61825905, grad/param norm = 1.8954e-02, time/batch = 0.0924s	
5040/8400 (epoch 30.000), train_loss = 1.55372363, grad/param norm = 1.9876e-02, time/batch = 0.0909s	
5050/8400 (epoch 30.060), train_loss = 1.51403901, grad/param norm = 2.0713e-02, time/batch = 0.0900s	
5060/8400 (epoch 30.119), train_loss = 1.59206763, grad/param norm = 2.3347e-02, time/batch = 0.0917s	
5070/8400 (epoch 30.179), train_loss = 1.52879202, grad/param norm = 1.9264e-02, time/batch = 0.0917s	
5080/8400 (epoch 30.238), train_loss = 1.52988118, grad/param norm = 2.1668e-02, time/batch = 0.0921s	
5090/8400 (epoch 30.298), train_loss = 1.57393334, grad/param norm = 2.2793e-02, time/batch = 0.0921s	
5100/8400 (epoch 30.357), train_loss = 1.55884066, grad/param norm = 1.9307e-02, time/batch = 0.0917s	
5110/8400 (epoch 30.417), train_loss = 1.58344492, grad/param norm = 2.0891e-02, time/batch = 0.0911s	
5120/8400 (epoch 30.476), train_loss = 1.54916548, grad/param norm = 2.0277e-02, time/batch = 0.0904s	
5130/8400 (epoch 30.536), train_loss = 1.55608510, grad/param norm = 2.0727e-02, time/batch = 0.0921s	
5140/8400 (epoch 30.595), train_loss = 1.56518805, grad/param norm = 1.9654e-02, time/batch = 0.0918s	
5150/8400 (epoch 30.655), train_loss = 1.62740391, grad/param norm = 2.2392e-02, time/batch = 0.0909s	
5160/8400 (epoch 30.714), train_loss = 1.63160824, grad/param norm = 1.9528e-02, time/batch = 0.0911s	
5170/8400 (epoch 30.774), train_loss = 1.54060951, grad/param norm = 2.0423e-02, time/batch = 0.0914s	
5180/8400 (epoch 30.833), train_loss = 1.59363546, grad/param norm = 1.9930e-02, time/batch = 0.0907s	
5190/8400 (epoch 30.893), train_loss = 1.57442819, grad/param norm = 1.8179e-02, time/batch = 0.0913s	
5200/8400 (epoch 30.952), train_loss = 1.55539041, grad/param norm = 1.9559e-02, time/batch = 0.0913s	
5210/8400 (epoch 31.012), train_loss = 1.60698740, grad/param norm = 2.2514e-02, time/batch = 0.0926s	
5220/8400 (epoch 31.071), train_loss = 1.53763312, grad/param norm = 1.8619e-02, time/batch = 0.0911s	
5230/8400 (epoch 31.131), train_loss = 1.56772532, grad/param norm = 2.1345e-02, time/batch = 0.0921s	
5240/8400 (epoch 31.190), train_loss = 1.55567876, grad/param norm = 2.1670e-02, time/batch = 0.0909s	
5250/8400 (epoch 31.250), train_loss = 1.53360607, grad/param norm = 1.9942e-02, time/batch = 0.0920s	
5260/8400 (epoch 31.310), train_loss = 1.54586400, grad/param norm = 1.8625e-02, time/batch = 0.0916s	
5270/8400 (epoch 31.369), train_loss = 1.55165657, grad/param norm = 1.9484e-02, time/batch = 0.0920s	
5280/8400 (epoch 31.429), train_loss = 1.61521807, grad/param norm = 1.9417e-02, time/batch = 0.0915s	
5290/8400 (epoch 31.488), train_loss = 1.61123982, grad/param norm = 1.8957e-02, time/batch = 0.0920s	
5300/8400 (epoch 31.548), train_loss = 1.52362652, grad/param norm = 2.0908e-02, time/batch = 0.0927s	
5310/8400 (epoch 31.607), train_loss = 1.47175559, grad/param norm = 2.0907e-02, time/batch = 0.0907s	
5320/8400 (epoch 31.667), train_loss = 1.57104356, grad/param norm = 2.0970e-02, time/batch = 0.0906s	
5330/8400 (epoch 31.726), train_loss = 1.58047603, grad/param norm = 1.9869e-02, time/batch = 0.0925s	
5340/8400 (epoch 31.786), train_loss = 1.61650597, grad/param norm = 2.3033e-02, time/batch = 0.0913s	
5350/8400 (epoch 31.845), train_loss = 1.54905882, grad/param norm = 2.0629e-02, time/batch = 0.0911s	
5360/8400 (epoch 31.905), train_loss = 1.62180710, grad/param norm = 1.9870e-02, time/batch = 0.0921s	
5370/8400 (epoch 31.964), train_loss = 1.55838681, grad/param norm = 2.0779e-02, time/batch = 0.0904s	
5380/8400 (epoch 32.024), train_loss = 1.63351636, grad/param norm = 2.0489e-02, time/batch = 0.0901s	
5390/8400 (epoch 32.083), train_loss = 1.52319081, grad/param norm = 2.0095e-02, time/batch = 0.0906s	
5400/8400 (epoch 32.143), train_loss = 1.59619875, grad/param norm = 1.9932e-02, time/batch = 0.0919s	
5410/8400 (epoch 32.202), train_loss = 1.52339059, grad/param norm = 1.8690e-02, time/batch = 0.0912s	
5420/8400 (epoch 32.262), train_loss = 1.56308036, grad/param norm = 2.2080e-02, time/batch = 0.0910s	
5430/8400 (epoch 32.321), train_loss = 1.48020377, grad/param norm = 1.9509e-02, time/batch = 0.0904s	
5440/8400 (epoch 32.381), train_loss = 1.56267420, grad/param norm = 2.0704e-02, time/batch = 0.0914s	
5450/8400 (epoch 32.440), train_loss = 1.60458062, grad/param norm = 2.1413e-02, time/batch = 0.0917s	
5460/8400 (epoch 32.500), train_loss = 1.54159888, grad/param norm = 2.0567e-02, time/batch = 0.0907s	
5470/8400 (epoch 32.560), train_loss = 1.54358392, grad/param norm = 2.0930e-02, time/batch = 0.0920s	
5480/8400 (epoch 32.619), train_loss = 1.57908641, grad/param norm = 2.1510e-02, time/batch = 0.0913s	
5490/8400 (epoch 32.679), train_loss = 1.55034350, grad/param norm = 2.2738e-02, time/batch = 0.0905s	
5500/8400 (epoch 32.738), train_loss = 1.56452542, grad/param norm = 2.0032e-02, time/batch = 0.0922s	
5510/8400 (epoch 32.798), train_loss = 1.62413954, grad/param norm = 1.9554e-02, time/batch = 0.0901s	
5520/8400 (epoch 32.857), train_loss = 1.56292226, grad/param norm = 1.8703e-02, time/batch = 0.0919s	
5530/8400 (epoch 32.917), train_loss = 1.57608186, grad/param norm = 2.3311e-02, time/batch = 0.0903s	
5540/8400 (epoch 32.976), train_loss = 1.56275768, grad/param norm = 1.9317e-02, time/batch = 0.0913s	
5550/8400 (epoch 33.036), train_loss = 1.62086135, grad/param norm = 2.0352e-02, time/batch = 0.0933s	
5560/8400 (epoch 33.095), train_loss = 1.59942445, grad/param norm = 1.9682e-02, time/batch = 0.0910s	
5570/8400 (epoch 33.155), train_loss = 1.53091906, grad/param norm = 1.9368e-02, time/batch = 0.0923s	
5580/8400 (epoch 33.214), train_loss = 1.56281776, grad/param norm = 2.2588e-02, time/batch = 0.0906s	
5590/8400 (epoch 33.274), train_loss = 1.52372220, grad/param norm = 1.9254e-02, time/batch = 0.0917s	
5600/8400 (epoch 33.333), train_loss = 1.51469569, grad/param norm = 1.9048e-02, time/batch = 0.0914s	
5610/8400 (epoch 33.393), train_loss = 1.62209736, grad/param norm = 2.1037e-02, time/batch = 0.0920s	
5620/8400 (epoch 33.452), train_loss = 1.54134541, grad/param norm = 1.8653e-02, time/batch = 0.0909s	
5630/8400 (epoch 33.512), train_loss = 1.60979045, grad/param norm = 2.2153e-02, time/batch = 0.0900s	
5640/8400 (epoch 33.571), train_loss = 1.55712391, grad/param norm = 2.0530e-02, time/batch = 0.0904s	
5650/8400 (epoch 33.631), train_loss = 1.57606808, grad/param norm = 1.8994e-02, time/batch = 0.0907s	
5660/8400 (epoch 33.690), train_loss = 1.53295724, grad/param norm = 1.9119e-02, time/batch = 0.0909s	
5670/8400 (epoch 33.750), train_loss = 1.61401241, grad/param norm = 2.0855e-02, time/batch = 0.0912s	
5680/8400 (epoch 33.810), train_loss = 1.58839410, grad/param norm = 1.8770e-02, time/batch = 0.0903s	
5690/8400 (epoch 33.869), train_loss = 1.52093850, grad/param norm = 2.0739e-02, time/batch = 0.0917s	
5700/8400 (epoch 33.929), train_loss = 1.55645602, grad/param norm = 1.8661e-02, time/batch = 0.0911s	
5710/8400 (epoch 33.988), train_loss = 1.57948850, grad/param norm = 2.0370e-02, time/batch = 0.0905s	
5720/8400 (epoch 34.048), train_loss = 1.52044373, grad/param norm = 1.9615e-02, time/batch = 0.0933s	
5730/8400 (epoch 34.107), train_loss = 1.55245660, grad/param norm = 1.9969e-02, time/batch = 0.0912s	
5740/8400 (epoch 34.167), train_loss = 1.49461516, grad/param norm = 2.0083e-02, time/batch = 0.0919s	
5750/8400 (epoch 34.226), train_loss = 1.53182843, grad/param norm = 1.9763e-02, time/batch = 0.0912s	
5760/8400 (epoch 34.286), train_loss = 1.56077713, grad/param norm = 2.0757e-02, time/batch = 0.0908s	
5770/8400 (epoch 34.345), train_loss = 1.56524345, grad/param norm = 1.9890e-02, time/batch = 0.0917s	
5780/8400 (epoch 34.405), train_loss = 1.57002108, grad/param norm = 2.0855e-02, time/batch = 0.0908s	
5790/8400 (epoch 34.464), train_loss = 1.54867323, grad/param norm = 2.1262e-02, time/batch = 0.0897s	
5800/8400 (epoch 34.524), train_loss = 1.57781798, grad/param norm = 2.0537e-02, time/batch = 0.0925s	
5810/8400 (epoch 34.583), train_loss = 1.56991059, grad/param norm = 2.1255e-02, time/batch = 0.0920s	
5820/8400 (epoch 34.643), train_loss = 1.54903984, grad/param norm = 2.1088e-02, time/batch = 0.0938s	
5830/8400 (epoch 34.702), train_loss = 1.56913261, grad/param norm = 2.2918e-02, time/batch = 0.0938s	
5840/8400 (epoch 34.762), train_loss = 1.54807671, grad/param norm = 2.1611e-02, time/batch = 0.0911s	
5850/8400 (epoch 34.821), train_loss = 1.58143843, grad/param norm = 1.9822e-02, time/batch = 0.0921s	
5860/8400 (epoch 34.881), train_loss = 1.61945720, grad/param norm = 1.9648e-02, time/batch = 0.1183s	
5870/8400 (epoch 34.940), train_loss = 1.60258159, grad/param norm = 2.0353e-02, time/batch = 0.0905s	
5880/8400 (epoch 35.000), train_loss = 1.52941669, grad/param norm = 1.9150e-02, time/batch = 0.0946s	
5890/8400 (epoch 35.060), train_loss = 1.49750783, grad/param norm = 1.8778e-02, time/batch = 0.0926s	
5900/8400 (epoch 35.119), train_loss = 1.60867009, grad/param norm = 2.0499e-02, time/batch = 0.0921s	
5910/8400 (epoch 35.179), train_loss = 1.51203712, grad/param norm = 1.6927e-02, time/batch = 0.0914s	
5920/8400 (epoch 35.238), train_loss = 1.51914904, grad/param norm = 1.9190e-02, time/batch = 0.0907s	
5930/8400 (epoch 35.298), train_loss = 1.58036604, grad/param norm = 1.9709e-02, time/batch = 0.0904s	
5940/8400 (epoch 35.357), train_loss = 1.54372998, grad/param norm = 1.7824e-02, time/batch = 0.0920s	
5950/8400 (epoch 35.417), train_loss = 1.57389690, grad/param norm = 2.0175e-02, time/batch = 0.0905s	
5960/8400 (epoch 35.476), train_loss = 1.51658215, grad/param norm = 1.9126e-02, time/batch = 0.0936s	
5970/8400 (epoch 35.536), train_loss = 1.51492355, grad/param norm = 1.9397e-02, time/batch = 0.0906s	
5980/8400 (epoch 35.595), train_loss = 1.54373494, grad/param norm = 1.9076e-02, time/batch = 0.0902s	
5990/8400 (epoch 35.655), train_loss = 1.59959600, grad/param norm = 2.0568e-02, time/batch = 0.0897s	
6000/8400 (epoch 35.714), train_loss = 1.61896292, grad/param norm = 2.1628e-02, time/batch = 0.0923s	
6010/8400 (epoch 35.774), train_loss = 1.53771708, grad/param norm = 1.9414e-02, time/batch = 0.0926s	
6020/8400 (epoch 35.833), train_loss = 1.59280838, grad/param norm = 2.0255e-02, time/batch = 0.0928s	
6030/8400 (epoch 35.893), train_loss = 1.56934840, grad/param norm = 1.9624e-02, time/batch = 0.0941s	
6040/8400 (epoch 35.952), train_loss = 1.55648733, grad/param norm = 2.1540e-02, time/batch = 0.0920s	
6050/8400 (epoch 36.012), train_loss = 1.57135785, grad/param norm = 2.1054e-02, time/batch = 0.0922s	
6060/8400 (epoch 36.071), train_loss = 1.53228149, grad/param norm = 1.8797e-02, time/batch = 0.0931s	
6070/8400 (epoch 36.131), train_loss = 1.55669822, grad/param norm = 1.9909e-02, time/batch = 0.1082s	
6080/8400 (epoch 36.190), train_loss = 1.54475672, grad/param norm = 2.1584e-02, time/batch = 0.0928s	
6090/8400 (epoch 36.250), train_loss = 1.54339441, grad/param norm = 1.9837e-02, time/batch = 0.0909s	
6100/8400 (epoch 36.310), train_loss = 1.51782629, grad/param norm = 1.7246e-02, time/batch = 0.0904s	
6110/8400 (epoch 36.369), train_loss = 1.55828145, grad/param norm = 1.8776e-02, time/batch = 0.0905s	
6120/8400 (epoch 36.429), train_loss = 1.62457234, grad/param norm = 2.0150e-02, time/batch = 1.2217s	
6130/8400 (epoch 36.488), train_loss = 1.57445522, grad/param norm = 1.7528e-02, time/batch = 0.0913s	
6140/8400 (epoch 36.548), train_loss = 1.51082852, grad/param norm = 1.9513e-02, time/batch = 0.0926s	
6150/8400 (epoch 36.607), train_loss = 1.45208642, grad/param norm = 1.8656e-02, time/batch = 0.0927s	
6160/8400 (epoch 36.667), train_loss = 1.57428155, grad/param norm = 2.0982e-02, time/batch = 0.0905s	
6170/8400 (epoch 36.726), train_loss = 1.56295430, grad/param norm = 2.0455e-02, time/batch = 0.0914s	
6180/8400 (epoch 36.786), train_loss = 1.61546883, grad/param norm = 2.1760e-02, time/batch = 0.0919s	
6190/8400 (epoch 36.845), train_loss = 1.52191392, grad/param norm = 2.0027e-02, time/batch = 0.0907s	
6200/8400 (epoch 36.905), train_loss = 1.61258500, grad/param norm = 1.9705e-02, time/batch = 0.0903s	
6210/8400 (epoch 36.964), train_loss = 1.54896004, grad/param norm = 1.9022e-02, time/batch = 0.0922s	
6220/8400 (epoch 37.024), train_loss = 1.60384187, grad/param norm = 2.0561e-02, time/batch = 0.0923s	
6230/8400 (epoch 37.083), train_loss = 1.52565980, grad/param norm = 1.8742e-02, time/batch = 0.0903s	
6240/8400 (epoch 37.143), train_loss = 1.55768154, grad/param norm = 2.0006e-02, time/batch = 0.0911s	
6250/8400 (epoch 37.202), train_loss = 1.51087188, grad/param norm = 2.0611e-02, time/batch = 0.0934s	
6260/8400 (epoch 37.262), train_loss = 1.53284824, grad/param norm = 2.1897e-02, time/batch = 0.0928s	
6270/8400 (epoch 37.321), train_loss = 1.47148372, grad/param norm = 1.9457e-02, time/batch = 0.0903s	
6280/8400 (epoch 37.381), train_loss = 1.58718812, grad/param norm = 1.9047e-02, time/batch = 0.0931s	
6290/8400 (epoch 37.440), train_loss = 1.57368740, grad/param norm = 1.8100e-02, time/batch = 0.0906s	
6300/8400 (epoch 37.500), train_loss = 1.53215413, grad/param norm = 1.9291e-02, time/batch = 0.0903s	
6310/8400 (epoch 37.560), train_loss = 1.52146156, grad/param norm = 2.1541e-02, time/batch = 0.0904s	
6320/8400 (epoch 37.619), train_loss = 1.55349713, grad/param norm = 1.8482e-02, time/batch = 0.0918s	
6330/8400 (epoch 37.679), train_loss = 1.55434429, grad/param norm = 2.1607e-02, time/batch = 0.0901s	
6340/8400 (epoch 37.738), train_loss = 1.57871654, grad/param norm = 1.8430e-02, time/batch = 0.0913s	
6350/8400 (epoch 37.798), train_loss = 1.63260360, grad/param norm = 2.1755e-02, time/batch = 0.0915s	
6360/8400 (epoch 37.857), train_loss = 1.55280355, grad/param norm = 1.8859e-02, time/batch = 0.0928s	
6370/8400 (epoch 37.917), train_loss = 1.57717227, grad/param norm = 2.0538e-02, time/batch = 0.0916s	
6380/8400 (epoch 37.976), train_loss = 1.56681013, grad/param norm = 1.9649e-02, time/batch = 0.0909s	
6390/8400 (epoch 38.036), train_loss = 1.62360170, grad/param norm = 2.2104e-02, time/batch = 0.0913s	
6400/8400 (epoch 38.095), train_loss = 1.60222982, grad/param norm = 2.2294e-02, time/batch = 0.0924s	
6410/8400 (epoch 38.155), train_loss = 1.53927418, grad/param norm = 1.9625e-02, time/batch = 0.0894s	
6420/8400 (epoch 38.214), train_loss = 1.54673432, grad/param norm = 1.9940e-02, time/batch = 0.0931s	
6430/8400 (epoch 38.274), train_loss = 1.52711762, grad/param norm = 1.7754e-02, time/batch = 0.0913s	
6440/8400 (epoch 38.333), train_loss = 1.49234939, grad/param norm = 1.8505e-02, time/batch = 0.1082s	
6450/8400 (epoch 38.393), train_loss = 1.60077985, grad/param norm = 2.0196e-02, time/batch = 0.1081s	
6460/8400 (epoch 38.452), train_loss = 1.53761365, grad/param norm = 1.8271e-02, time/batch = 0.0917s	
6470/8400 (epoch 38.512), train_loss = 1.60501742, grad/param norm = 2.1382e-02, time/batch = 0.0919s	
6480/8400 (epoch 38.571), train_loss = 1.54405593, grad/param norm = 1.9860e-02, time/batch = 0.0932s	
6490/8400 (epoch 38.631), train_loss = 1.59244372, grad/param norm = 1.9130e-02, time/batch = 0.0925s	
6500/8400 (epoch 38.690), train_loss = 1.52929576, grad/param norm = 1.9141e-02, time/batch = 0.0932s	
6510/8400 (epoch 38.750), train_loss = 1.59766800, grad/param norm = 2.0524e-02, time/batch = 0.0922s	
6520/8400 (epoch 38.810), train_loss = 1.58336854, grad/param norm = 1.8744e-02, time/batch = 0.0928s	
6530/8400 (epoch 38.869), train_loss = 1.51340624, grad/param norm = 1.8901e-02, time/batch = 0.0919s	
6540/8400 (epoch 38.929), train_loss = 1.57665930, grad/param norm = 2.3286e-02, time/batch = 0.0926s	
6550/8400 (epoch 38.988), train_loss = 1.56141340, grad/param norm = 1.9769e-02, time/batch = 0.0920s	
6560/8400 (epoch 39.048), train_loss = 1.51426274, grad/param norm = 1.8089e-02, time/batch = 0.0903s	
6570/8400 (epoch 39.107), train_loss = 1.56168576, grad/param norm = 1.9567e-02, time/batch = 0.0919s	
6580/8400 (epoch 39.167), train_loss = 1.48192168, grad/param norm = 1.8962e-02, time/batch = 0.0918s	
6590/8400 (epoch 39.226), train_loss = 1.52017682, grad/param norm = 2.0398e-02, time/batch = 0.0908s	
6600/8400 (epoch 39.286), train_loss = 1.55798631, grad/param norm = 2.0197e-02, time/batch = 0.0917s	
6610/8400 (epoch 39.345), train_loss = 1.57398206, grad/param norm = 1.9780e-02, time/batch = 0.0907s	
6620/8400 (epoch 39.405), train_loss = 1.57570933, grad/param norm = 1.8941e-02, time/batch = 0.0907s	
6630/8400 (epoch 39.464), train_loss = 1.56575177, grad/param norm = 2.1937e-02, time/batch = 0.0911s	
6640/8400 (epoch 39.524), train_loss = 1.58913299, grad/param norm = 2.1166e-02, time/batch = 0.0906s	
6650/8400 (epoch 39.583), train_loss = 1.57745795, grad/param norm = 2.1206e-02, time/batch = 0.0922s	
6660/8400 (epoch 39.643), train_loss = 1.55518295, grad/param norm = 2.4022e-02, time/batch = 0.0911s	
6670/8400 (epoch 39.702), train_loss = 1.56257118, grad/param norm = 2.1591e-02, time/batch = 0.0909s	
6680/8400 (epoch 39.762), train_loss = 1.56231994, grad/param norm = 1.9541e-02, time/batch = 0.0913s	
6690/8400 (epoch 39.821), train_loss = 1.58946874, grad/param norm = 1.9923e-02, time/batch = 0.0919s	
6700/8400 (epoch 39.881), train_loss = 1.60074051, grad/param norm = 2.0520e-02, time/batch = 0.0915s	
6710/8400 (epoch 39.940), train_loss = 1.59148143, grad/param norm = 1.9847e-02, time/batch = 0.0909s	
6720/8400 (epoch 40.000), train_loss = 1.54796013, grad/param norm = 1.9264e-02, time/batch = 0.0917s	
6730/8400 (epoch 40.060), train_loss = 1.48739021, grad/param norm = 1.8069e-02, time/batch = 0.0914s	
6740/8400 (epoch 40.119), train_loss = 1.59687546, grad/param norm = 1.9591e-02, time/batch = 0.0906s	
6750/8400 (epoch 40.179), train_loss = 1.51597250, grad/param norm = 1.9267e-02, time/batch = 0.0923s	
6760/8400 (epoch 40.238), train_loss = 1.51400566, grad/param norm = 2.2144e-02, time/batch = 0.0931s	
6770/8400 (epoch 40.298), train_loss = 1.56085607, grad/param norm = 1.9329e-02, time/batch = 0.0921s	
6780/8400 (epoch 40.357), train_loss = 1.52805629, grad/param norm = 2.0135e-02, time/batch = 0.3467s	
6790/8400 (epoch 40.417), train_loss = 1.56425889, grad/param norm = 1.9380e-02, time/batch = 0.0903s	
6800/8400 (epoch 40.476), train_loss = 1.52373104, grad/param norm = 1.6957e-02, time/batch = 0.0914s	
6810/8400 (epoch 40.536), train_loss = 1.53216666, grad/param norm = 1.9278e-02, time/batch = 0.0905s	
6820/8400 (epoch 40.595), train_loss = 1.55213734, grad/param norm = 1.8731e-02, time/batch = 0.0908s	
6830/8400 (epoch 40.655), train_loss = 1.58071587, grad/param norm = 1.9291e-02, time/batch = 0.0919s	
6840/8400 (epoch 40.714), train_loss = 1.59661627, grad/param norm = 1.7875e-02, time/batch = 0.0892s	
6850/8400 (epoch 40.774), train_loss = 1.53795815, grad/param norm = 1.8191e-02, time/batch = 0.0908s	
6860/8400 (epoch 40.833), train_loss = 1.58022124, grad/param norm = 1.9299e-02, time/batch = 0.0930s	
6870/8400 (epoch 40.893), train_loss = 1.58708284, grad/param norm = 1.8903e-02, time/batch = 0.0915s	
6880/8400 (epoch 40.952), train_loss = 1.52495380, grad/param norm = 1.8263e-02, time/batch = 0.0908s	
6890/8400 (epoch 41.012), train_loss = 1.58483825, grad/param norm = 2.0402e-02, time/batch = 0.1143s	
6900/8400 (epoch 41.071), train_loss = 1.52822506, grad/param norm = 1.7817e-02, time/batch = 0.0905s	
6910/8400 (epoch 41.131), train_loss = 1.58079558, grad/param norm = 2.0192e-02, time/batch = 0.0907s	
6920/8400 (epoch 41.190), train_loss = 1.53548436, grad/param norm = 1.8594e-02, time/batch = 0.0904s	
6930/8400 (epoch 41.250), train_loss = 1.51905270, grad/param norm = 1.9200e-02, time/batch = 0.0919s	
6940/8400 (epoch 41.310), train_loss = 1.54856691, grad/param norm = 1.8748e-02, time/batch = 0.0920s	
6950/8400 (epoch 41.369), train_loss = 1.53739028, grad/param norm = 1.7976e-02, time/batch = 0.0902s	
6960/8400 (epoch 41.429), train_loss = 1.59448938, grad/param norm = 1.9172e-02, time/batch = 0.0932s	
6970/8400 (epoch 41.488), train_loss = 1.55770760, grad/param norm = 1.7978e-02, time/batch = 0.0923s	
6980/8400 (epoch 41.548), train_loss = 1.49635916, grad/param norm = 2.0933e-02, time/batch = 0.0940s	
6990/8400 (epoch 41.607), train_loss = 1.47199866, grad/param norm = 2.2488e-02, time/batch = 0.0933s	
7000/8400 (epoch 41.667), train_loss = 1.56562253, grad/param norm = 1.9781e-02, time/batch = 0.0930s	
7010/8400 (epoch 41.726), train_loss = 1.55775919, grad/param norm = 1.9041e-02, time/batch = 0.2037s	
7020/8400 (epoch 41.786), train_loss = 1.60734358, grad/param norm = 2.1341e-02, time/batch = 0.0910s	
7030/8400 (epoch 41.845), train_loss = 1.52153789, grad/param norm = 1.9662e-02, time/batch = 0.0922s	
7040/8400 (epoch 41.905), train_loss = 1.61549373, grad/param norm = 2.1744e-02, time/batch = 0.0920s	
7050/8400 (epoch 41.964), train_loss = 1.53626503, grad/param norm = 1.9963e-02, time/batch = 0.0900s	
7060/8400 (epoch 42.024), train_loss = 1.59546560, grad/param norm = 1.9318e-02, time/batch = 0.0928s	
7070/8400 (epoch 42.083), train_loss = 1.52647824, grad/param norm = 1.8669e-02, time/batch = 0.0905s	
7080/8400 (epoch 42.143), train_loss = 1.55711617, grad/param norm = 1.8531e-02, time/batch = 0.0909s	
7090/8400 (epoch 42.202), train_loss = 1.50668089, grad/param norm = 1.8365e-02, time/batch = 0.0913s	
7100/8400 (epoch 42.262), train_loss = 1.55057356, grad/param norm = 2.0197e-02, time/batch = 0.0919s	
7110/8400 (epoch 42.321), train_loss = 1.45473469, grad/param norm = 1.8284e-02, time/batch = 0.1037s	
7120/8400 (epoch 42.381), train_loss = 1.55396240, grad/param norm = 1.8267e-02, time/batch = 0.4537s	
7130/8400 (epoch 42.440), train_loss = 1.58005673, grad/param norm = 1.8845e-02, time/batch = 0.0930s	
7140/8400 (epoch 42.500), train_loss = 1.52020585, grad/param norm = 1.8717e-02, time/batch = 0.0925s	
7150/8400 (epoch 42.560), train_loss = 1.52684027, grad/param norm = 1.9948e-02, time/batch = 0.0918s	
7160/8400 (epoch 42.619), train_loss = 1.55217465, grad/param norm = 1.8153e-02, time/batch = 0.0915s	
7170/8400 (epoch 42.679), train_loss = 1.54256186, grad/param norm = 1.9083e-02, time/batch = 0.0917s	
7180/8400 (epoch 42.738), train_loss = 1.56145981, grad/param norm = 2.0926e-02, time/batch = 0.0941s	
7190/8400 (epoch 42.798), train_loss = 1.61331827, grad/param norm = 2.1051e-02, time/batch = 0.0903s	
7200/8400 (epoch 42.857), train_loss = 1.53146240, grad/param norm = 1.9259e-02, time/batch = 0.0919s	
7210/8400 (epoch 42.917), train_loss = 1.59027267, grad/param norm = 1.8844e-02, time/batch = 0.0923s	
7220/8400 (epoch 42.976), train_loss = 1.53381517, grad/param norm = 1.9975e-02, time/batch = 0.0924s	
7230/8400 (epoch 43.036), train_loss = 1.58435922, grad/param norm = 2.0142e-02, time/batch = 0.0906s	
7240/8400 (epoch 43.095), train_loss = 1.59481803, grad/param norm = 1.9369e-02, time/batch = 0.0900s	
7250/8400 (epoch 43.155), train_loss = 1.50787898, grad/param norm = 1.8050e-02, time/batch = 0.0902s	
7260/8400 (epoch 43.214), train_loss = 1.54961142, grad/param norm = 1.9958e-02, time/batch = 0.0922s	
7270/8400 (epoch 43.274), train_loss = 1.53278442, grad/param norm = 1.8328e-02, time/batch = 0.0910s	
7280/8400 (epoch 43.333), train_loss = 1.48130409, grad/param norm = 2.1444e-02, time/batch = 0.0906s	
7290/8400 (epoch 43.393), train_loss = 1.60790836, grad/param norm = 2.1296e-02, time/batch = 0.0923s	
7300/8400 (epoch 43.452), train_loss = 1.55193565, grad/param norm = 1.7873e-02, time/batch = 0.0916s	
7310/8400 (epoch 43.512), train_loss = 1.59335029, grad/param norm = 2.0934e-02, time/batch = 0.0935s	
7320/8400 (epoch 43.571), train_loss = 1.54006035, grad/param norm = 1.8480e-02, time/batch = 0.0900s	
7330/8400 (epoch 43.631), train_loss = 1.54443818, grad/param norm = 1.9817e-02, time/batch = 0.1034s	
7340/8400 (epoch 43.690), train_loss = 1.52572796, grad/param norm = 1.6643e-02, time/batch = 0.0920s	
7350/8400 (epoch 43.750), train_loss = 1.59628682, grad/param norm = 1.8281e-02, time/batch = 0.0904s	
7360/8400 (epoch 43.810), train_loss = 1.56153265, grad/param norm = 1.6588e-02, time/batch = 0.0902s	
7370/8400 (epoch 43.869), train_loss = 1.51514187, grad/param norm = 1.8813e-02, time/batch = 0.0905s	
7380/8400 (epoch 43.929), train_loss = 1.55714020, grad/param norm = 2.0332e-02, time/batch = 0.0980s	
7390/8400 (epoch 43.988), train_loss = 1.55815341, grad/param norm = 1.9567e-02, time/batch = 0.0909s	
7400/8400 (epoch 44.048), train_loss = 1.50870561, grad/param norm = 1.8437e-02, time/batch = 0.4273s	
7410/8400 (epoch 44.107), train_loss = 1.53539096, grad/param norm = 1.9035e-02, time/batch = 0.0920s	
7420/8400 (epoch 44.167), train_loss = 1.48065345, grad/param norm = 1.7905e-02, time/batch = 0.0917s	
7430/8400 (epoch 44.226), train_loss = 1.53657576, grad/param norm = 3.2496e-02, time/batch = 0.3210s	
7440/8400 (epoch 44.286), train_loss = 1.55390689, grad/param norm = 2.1106e-02, time/batch = 0.0908s	
7450/8400 (epoch 44.345), train_loss = 1.54800662, grad/param norm = 1.8762e-02, time/batch = 0.1121s	
7460/8400 (epoch 44.405), train_loss = 1.55621390, grad/param norm = 1.9540e-02, time/batch = 0.3456s	
7470/8400 (epoch 44.464), train_loss = 1.56395057, grad/param norm = 2.0066e-02, time/batch = 0.0928s	
7480/8400 (epoch 44.524), train_loss = 1.57179852, grad/param norm = 2.0303e-02, time/batch = 0.0919s	
